U1_min_V,IA_min_nA
0.8007142857142885,0.13571598639455829
1.2357142857142893,0.15119897959183248
3.027857142857139,0.13693707482993034
4.09269230769224,0.14538369963369746
4.436666666666699,0.17422619047620458
5.172499999999904,0.2099880952380886
5.975000000000044,0.2842261904762182
7.3099999999998975,0.6169523809523696
8.706818181818447,0.8813755411255215
9.68928571428611,0.9257125850340913
12.780000000000422,2.5112380952380136
14.305000000000259,1.9870833333333167
19.225000000002396,3.2348690476192132
24.022500000001756,4.889976190477228
28.904999999996964,7.312797619047615
33.94999999999564,11.293809523809614
39.0150000000027,17.194047619044795
43.811666666652684,33.98136904762214
